entity,classes
Ljungby_Municipality,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957'}"
Llamado_de_Emergencia,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Llano_Estacado,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Lloyd_Austin,"{'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/MilitaryPerson', 'http://dbpedia.org/ontology/Politician'}"
Lloyd_Banks,"{'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent', 'http://dbpedia.org/ontology/MusicalArtist', 'http://www.wikidata.org/entity/Q24229398', 'http://dbpedia.org/ontology/Agent'}"
Lloyd_Cole,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Lloyd_Cook,"{'http://dbpedia.org/ontology/IceHockeyPlayer', 'http://www.wikidata.org/entity/Q11774891'}"
Lloyd_Knibb,{'http://dbpedia.org/ontology/MusicalArtist'}
Lloyd_Maines,{'http://dbpedia.org/ontology/MusicalArtist'}
Lloydminster,"{'http://www.wikidata.org/entity/Q515', 'http://dbpedia.org/ontology/Station', 'http://schema.org/City', 'http://www.wikidata.org/entity/Q719456', 'http://dbpedia.org/ontology/City'}"
Lluís_Homar,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Lo_Wei,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Load_Me_Up,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Loca_(Shakira_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Local_councils_of_Malta,{''}
Loch_Ken,"{'http://schema.org/LakeBodyOfWater', 'http://www.wikidata.org/entity/Q23397', 'http://dbpedia.org/ontology/Lake'}"
Lock_'n'_Chase,"{'http://dbpedia.org/ontology/VideoGame', 'http://www.wikidata.org/entity/Q7889'}"
"Lock_Haven,_Pennsylvania","{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City'}"
Lock_Haven_University_of_Pennsylvania,"{'http://dbpedia.org/ontology/University', 'http://www.wikidata.org/entity/Q3918'}"
Locked_Up_(song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lockhart_Stadium,"{'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Stadium', 'http://schema.org/Place', 'http://dbpedia.org/ontology/Location'}"
Lockheed_Martin,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Loco_(Jowell_&_Randy_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Loco_Live,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum', 'http://dbpedia.org/ontology/MeanOfTransportation'}"
Locomotive_Games,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Loddon_River,"{'http://schema.org/RiverBodyOfWater', 'http://dbpedia.org/ontology/River', 'http://www.wikidata.org/entity/Q4022'}"
"Lodi,_Wisconsin","{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City'}"
Loews_Cineplex_Entertainment,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Logan's_Run_(TV_series),"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Logan_Pyett,"{'http://dbpedia.org/ontology/IceHockeyPlayer', 'http://www.wikidata.org/entity/Q11774891'}"
Loghman_Pharmaceuticals,"{'http://dbpedia.org/ontology/Company', 'http://www.wikidata.org/entity/Q4830453'}"
Logistics,"{'http://dbpedia.org/ontology/MusicGenre', 'http://www.wikidata.org/entity/Q188451'}"
Logo_TV,"{'http://dbpedia.org/ontology/TelevisionStation', 'http://schema.org/TelevisionStation'}"
Lohjan_Pallo,"{'http://www.wikidata.org/entity/Q476028', 'http://schema.org/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub'}"
Lohn-Ammannsegg,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Loi_Ejercito,"{'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Loiret,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Lois_Moran,"{'http://dbpedia.org/ontology/Actor', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999'}"
Lois_Wolk,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Lol_Coxhill,{'http://dbpedia.org/ontology/MusicalArtist'}
Loleatta_Holloway,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Lolene,"{'http://dbpedia.org/ontology/Agent', 'http://www.wikidata.org/entity/Q24229398', 'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Lolium,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Loma_people,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://www.wikidata.org/entity/Q41710', 'http://dbpedia.org/ontology/EthnicGroup'}"
Lommiswil,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Lonchorhina,"{'http://dbpedia.org/ontology/Insect', 'http://schema.org/Place', 'http://www.wikidata.org/entity/Q1390', 'http://dbpedia.org/ontology/Place', 'http://dbpedia.org/ontology/Location'}"
London,"{'http://www.wikidata.org/entity/Q515', 'http://schema.org/City', 'http://dbpedia.org/ontology/City', 'http://dbpedia.org/ontology/PopulatedPlaceOrCompany'}"
London_(heavy_metal_band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
London_Borough_of_Hounslow,{'http://dbpedia.org/ontology/CityDistrict'}
London_Boulevard,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
London_Breed,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
London_Bridge_(film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
London_Bridge_station,"{'http://www.wikidata.org/entity/Q719456', 'http://dbpedia.org/ontology/Station'}"
Lonely_(2NE1_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lonesome_River_Band,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Long._Live._ASAP,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Long_Island_Rough_Riders,"{'http://www.wikidata.org/entity/Q476028', 'http://schema.org/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub'}"
Long_Live_Your_Death,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Long_Shot_(song),"{'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Long_Way_2_Go,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Longford_Town_F.C.,"{'http://www.wikidata.org/entity/Q476028', 'http://schema.org/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub'}"
Lonquimay,"{'http://dbpedia.org/ontology/Town', 'http://www.wikidata.org/entity/Q3957'}"
Look_What's_Happened_to_Rosemary's_Baby,"{'http://dbpedia.org/ontology/PersonFunction', 'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/TelevisionShow', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://www.wikidata.org/entity/Q15416'}"
Look_at_You_(Big_&_Rich_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Look_to_Your_Heart_(Frank_Sinatra_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Lookin'_at_Me,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lookin'_for_a_Good_Time,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lookin'_for_a_Love,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Looking_After_Our_Own,"{'http://schema.org/TVEpisode', 'http://dbpedia.org/ontology/TelevisionEpisode'}"
Looking_Out_for_Number_One,"{'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Looney_Tunes_Golden_Collection:_Volume_1,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Looney_Tunes_Golden_Collection:_Volume_6,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Loose_Music,"{'http://www.wikidata.org/entity/Q18127', 'http://dbpedia.org/ontology/RecordLabel'}"
Loose_Salute,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Loosen'_Control,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lophophelma,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Lophostachys,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756', 'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Loranthaceae,"{'http://dbpedia.org/ontology/Insect', 'http://www.wikidata.org/entity/Q1390'}"
Lord_Ashcroft_International_Business_School,"{'http://www.wikidata.org/entity/Q3918', 'http://dbpedia.org/ontology/School', 'http://schema.org/School', 'http://dbpedia.org/ontology/University', 'http://www.wikidata.org/entity/Q3914'}"
Lord_Dunmore's_War,{'http://dbpedia.org/ontology/MilitaryConflict'}
Lord_Infamous,"{'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent', 'http://dbpedia.org/ontology/MusicalArtist', 'http://www.wikidata.org/entity/Q24229398', 'http://dbpedia.org/ontology/Agent'}"
Lord_Snow,"{'http://schema.org/TVEpisode', 'http://dbpedia.org/ontology/TelevisionEpisode'}"
Lord_Willin',"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Lord_of_the_Rings:_Game_One,"{'http://dbpedia.org/ontology/VideoGame', 'http://www.wikidata.org/entity/Q7889'}"
Lordan_Zafranović,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Lords_of_Acid,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Loren_Fletcher,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Lorenz_Harthan,"{'http://dbpedia.org/ontology/Animal', 'http://www.wikidata.org/entity/Q729'}"
Lorenza_Villegas_Restrepo,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Lorenzo_Bucchi,"{'http://www.wikidata.org/entity/Q937857', 'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/SoccerManager', 'http://dbpedia.org/ontology/SoccerPlayer'}"
Lorenzo_Scarafoni,"{'http://dbpedia.org/ontology/SoccerManager', 'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/Athlete'}"
Loretta_Young,"{'http://dbpedia.org/ontology/Actor', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999'}"
Lorne_Balfe,{'http://dbpedia.org/ontology/MusicalArtist'}
Los_12_Discípulos,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Los_Andes_Province_(Bolivia),"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Los_Angeles_Strikers,"{'http://www.wikidata.org/entity/Q476028', 'http://schema.org/SportsTeam', 'http://www.wikidata.org/entity/Q12973014', 'http://dbpedia.org/ontology/SportsTeam', 'http://dbpedia.org/ontology/SoccerClub'}"
Los_Ríos_Province,"{'http://www.wikidata.org/entity/Q486972', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://www.wikidata.org/entity/Q3455524', 'http://dbpedia.org/ontology/Settlement'}"
Los_Tucanes_de_Tijuana,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Loser_(Ayreon_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Losers_(band),"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band'}"
Losing_Isaiah,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Loso's_Way,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Lost_(TV_series),"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Lost_Cat_Corona,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Lost_City_of_the_Jungle,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Lost_Dogs_and_Mixed_Blessings,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Lost_Reputation,"{'http://schema.org/TVEpisode', 'http://dbpedia.org/ontology/TelevisionEpisode'}"
Lost_and_Found_(Feeder_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lost_and_Safe,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Lost_in_the_Fifties_Tonight_(In_the_Still_of_the_Night),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lostine_River,"{'http://schema.org/RiverBodyOfWater', 'http://dbpedia.org/ontology/River', 'http://www.wikidata.org/entity/Q4022'}"
Lothar_Emmerich,"{'http://dbpedia.org/ontology/SoccerManager', 'http://www.wikidata.org/entity/Q628099', 'http://dbpedia.org/ontology/Athlete'}"
Lothrop_Stoddard,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Lotus_mearnsii,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756'}"
Lotus_pinnatus,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756'}"
Lotus_salsuginosus,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756'}"
Lotus_stipularis,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756'}"
Lotus_tetragonolobus,"{'http://dbpedia.org/ontology/Plant', 'http://www.wikidata.org/entity/Q756'}"
Lou_Barlow,{'http://dbpedia.org/ontology/MusicalArtist'}
Lou_Busch,{'http://dbpedia.org/ontology/MusicalArtist'}
Lou_Henry_Hoover,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Lou_Scheimer,"{'http://dbpedia.org/ontology/Agent', 'http://www.wikidata.org/entity/Q24229398', 'http://www.wikidata.org/entity/Q5', 'http://schema.org/Person', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person'}"
Louco_por_Elas,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Loudest_Common_Denominator,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Louis-Marie_Aubert_du_Petit-Thouars,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Louis_Althusser,"{'http://dbpedia.org/ontology/Philosopher', 'http://www.wikidata.org/entity/Q4964182'}"
Louis_Berlinguette,"{'http://dbpedia.org/ontology/IceHockeyPlayer', 'http://www.wikidata.org/entity/Q11774891'}"
Louis_C._Shepard,{'http://dbpedia.org/ontology/MilitaryPerson'}
Louis_E._Brus,"{'http://www.wikidata.org/entity/Q901', 'http://dbpedia.org/ontology/Scientist', 'http://www.wikidata.org/entity/Q483501', 'http://dbpedia.org/ontology/Artist'}"
Louis_Gabriel_Ambroise_de_Bonald,"{'http://dbpedia.org/ontology/Philosopher', 'http://www.wikidata.org/entity/Q4964182'}"
Louis_H._Carpenter,{'http://dbpedia.org/ontology/MilitaryPerson'}
Louis_Johnson_(bassist),{'http://dbpedia.org/ontology/MusicalArtist'}
Louis_King,"{'http://www.wikidata.org/entity/Q5', 'http://www.wikidata.org/entity/Q215627', 'http://dbpedia.org/ontology/Person', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson', 'http://xmlns.com/foaf/0.1/Person', 'http://schema.org/Person'}"
Louis_L._Kaplan,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Louis_Robichaud,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Louis_S._Epes,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Louis_Satterfield,{'http://dbpedia.org/ontology/MusicalArtist'}
Louis_Thomas_Villaret_de_Joyeuse,{'http://dbpedia.org/ontology/MilitaryPerson'}
Louise_Dresser,"{'http://dbpedia.org/ontology/Actor', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999'}"
Louise_Lorraine,"{'http://dbpedia.org/ontology/Actor', 'http://dbpedia.org/ontology/Person', 'http://www.wikidata.org/entity/Q33999'}"
Louise_Mandrell,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Louise_Stutes,"{'http://dbpedia.org/ontology/OfficeHolder', 'http://www.wikidata.org/entity/Q82955', 'http://dbpedia.org/ontology/Politician'}"
Louisiana,"{'http://www.wikidata.org/entity/Q515', 'http://dbpedia.org/ontology/Station', 'http://schema.org/City', 'http://dbpedia.org/ontology/PopulatedPlaceOrCompany', 'http://www.wikidata.org/entity/Q719456', 'http://dbpedia.org/ontology/AdministrativeRegion', 'http://dbpedia.org/ontology/City', 'http://schema.org/AdministrativeArea', 'http://dbpedia.org/ontology/Region', 'http://dbpedia.org/ontology/PersonFunction', 'http://www.wikidata.org/entity/Q3455524'}"
Louisiana_Man,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Louisiana_State_University,"{'http://dbpedia.org/ontology/University', 'http://dbpedia.org/ontology/PersonFunction', 'http://www.wikidata.org/entity/Q3918'}"
Louisiana_State_University_in_Shreveport,"{'http://dbpedia.org/ontology/University', 'http://www.wikidata.org/entity/Q3918'}"
Louisiana_Tech_University,"{'http://dbpedia.org/ontology/University', 'http://www.wikidata.org/entity/Q3918'}"
Loukas_Louka_(footballer),"{'http://www.wikidata.org/entity/Q937857', 'http://dbpedia.org/ontology/SoccerPlayer'}"
Loungin,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Lourdes,"{'http://dbpedia.org/ontology/Settlement', 'http://www.wikidata.org/entity/Q486972'}"
Love's_Been_a_Little_Bit_Hard_on_Me,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love's_Looking_for_Me,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love's_Unending_Legacy,"{'http://www.wikidata.org/entity/Q15416', 'http://www.wikidata.org/entity/Q11424', 'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15265344', 'http://dbpedia.org/ontology/Film', 'http://schema.org/Movie', 'http://dbpedia.org/ontology/Broadcaster', 'http://dbpedia.org/ontology/Agent'}"
"Love,_Life_and_Laughter_(1934_film)","{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
"Love,_Love,_Love_(Glee)","{'http://schema.org/TVEpisode', 'http://dbpedia.org/ontology/TelevisionEpisode'}"
Love._Angel._Music._Baby.,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Love_&_Peace_(Girls'_Generation_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Love_(2008_Indonesian_film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Love_(The_Cult_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Love_Blossoms,"{'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Love_Chronicles,"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Love_Doesn't_Have_to_Hurt,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Is_Dangerous,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Is_Like_a_Butterfly_(song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Is_a_Stranger,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Life_(Berlin_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Love_Me_(Tracie_Spencer_song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Me_Like_You_Used_To_(song),"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Me_Tonight,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Love_Me_in_Black_(EP),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Love_Me_or_Leave_Me_(film),"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Love_My_Way,"{'http://www.wikidata.org/entity/Q618779', 'http://dbpedia.org/ontology/Award', 'http://dbpedia.org/ontology/TelevisionShow', 'http://www.wikidata.org/entity/Q15416'}"
Love_One_Another,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Profusion,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Reign_Supreme,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Sculpture,"{'http://www.wikidata.org/entity/Q215380', 'http://dbpedia.org/ontology/Band', 'http://dbpedia.org/ontology/MusicalArtist'}"
Love_So_Sweet,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
Love_Songs_(Elton_John_album),"{'http://dbpedia.org/ontology/Album', 'http://www.wikidata.org/entity/Q482994', 'http://schema.org/MusicAlbum'}"
Love_Story_2050,"{'http://dbpedia.org/ontology/Film', 'http://www.wikidata.org/entity/Q11424', 'http://schema.org/Movie'}"
Love_Walked_In_(1997_film),"{'http://www.wikidata.org/entity/Q386724', 'http://dbpedia.org/ontology/Work', 'http://schema.org/CreativeWork'}"
Love_You_Anyway,"{'http://dbpedia.org/ontology/Song', 'http://www.wikidata.org/entity/Q134556', 'http://dbpedia.org/ontology/Single'}"
